layer,metric,empty,loaded,total,unit
L1,orders_completed,,,3753,orders
L1,orders_per_hour,,,1876.5,orders/h
L1,total_energy_with_support_kJ,,,41591.1743741642,kJ
L1,total_energy_mech_kJ,,,13248.6587674217,kJ
L1,energy_total_with_support_per_order_kJ,,,11.082114141797,kJ/order
L1,energy_mech_per_order_kJ,,,3.5301515500724,kJ/order
L1,total_distance_m,,,173490.377672036,m
L1,order_distance_m,,,46.227119017329,m/order
L1,system_order_pile_on,,,4.22159730033746,orders/output_station_arrival
L1,input_station_arrivals,,,668,count
L1,output_station_arrivals,,,889,count
L1,station_arrivals_total,,,1557,count
L2,trip_count,1588,3132,4720,trips
L2,distance_m,39738,107334,147072,m
L2,total_time_sec,35464.8455895362,110336.198989207,145801.044578743,s
L2,total_move_turn_energy_kJ,2592.84647668193,10006.5964587355,12599.4429354175,kJ
L2,move_turn_pct_of_mech,19.5706336935608,75.5291281510068,,%
L2,avg_distance_per_trip_m,25.0239294710327,34.2701149425287,,m/trip
L2,avg_time_per_trip_sec,22.3330261898842,35.2286714524926,,s/trip
L2,avg_energy_per_trip_kJ,1.63277485937149,3.19495416945579,,kJ/trip
L3,e1_accel_kJ,,,2503.55709593373,kJ
L3,e2_decel_kJ,,,0,kJ
L3,e3_cruise_kJ,,,8044.15428717451,kJ
L3,e4_rotation_kJ,,,2051.73155230924,kJ
L3,e5_lift_kJ,,,649.215832004248,kJ
L3,e1_pct_of_mech,,,18.8966833540158,%
L3,e2_pct_of_mech,,,0,%
L3,e3_pct_of_mech,,,60.7167444523138,%
L3,e4_pct_of_mech,,,15.4863340382381,%
L3,e5_pct_of_mech,,,4.90023815543247,%
L4,turn_count,2995,12745,15740,events
L4,turn_energy_kJ,309.349301681926,1742.38225062732,2051.73155230924,kJ
L4,turn_pct_of_total,0.743785926550054,4.18930765203316,,%
L4,turn_pct_of_state,11.9308761418764,17.412336530332,,%
L4,turn_per_trip,1.8860201511335,4.06928480204342,,per trip
L4,turn_per_m,0.0753686647541396,0.118741498500009,,per m
L5,wait_time_sec,1430.93783503747,5772.00454380451,7202.94237884198,s
L5,wait_energy_kJ,128.784405153373,519.480408942406,648.264814095778,kJ
L5,wait_pct_of_total,0.309643589274006,1.24901596735171,,%
L5,wait_ratio_mean,0.0359515982334555,0.0287209407076937,0.0311734263441048,ratio
L5,wait_ratio_median,0.0126536330545855,0.0056794761759281,0.00714839942205593,ratio
L5,wait_ratio_p95,0.164220762213038,0.138507698881739,0.145652017281596,ratio
L6,composition_move_pct,,,25.3604557741469,%
L6,composition_turn_pct,,,4.93309357858322,%
L6,composition_lift_pct,,,1.56094614247664,%
L6,composition_wait_pct,,,1.55865955662572,%
L6,composition_support_pct,,,66.5868449481675,%
L6,energy_empty_to_loaded_ratio,,,0.259113724369131,ratio
L6,effective_motion_ratio,,,0.95059745696848,ratio
L6,wait_energy_per_order_kJ,,,0.17273243114729,kJ/order
L6,energy_per_m_empty_J,65.2485398530859,,,J/m
L6,energy_per_m_loaded_J,,93.2285804939306,,J/m
