#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;81;0;0;0;0;0;0;0;0;0
600;0.76;82;0;0;0;0;0;0;0;0;0
1199.89;0.72;82;0;0;0;0;0;0;0;0;0
1799.79;0.71;84;0;0;0;0;0;0;0;0;0
2399.99;0.65;84;0;0;0;0;0;0;0;0;0
2999.95;0.71;84;0;0;0;0;0;0;0;0;0
3599.86;0.7;84;0;0;0;0;0;0;0;0;0
4199.99;0.7;85;0;0;0;0;0;0;0;0;0
4799.94;0.65;85;0;0;0;0;0;0;0;0;0
5399.95;0.71;89;0;0;0;0;0;0;0;0;0
5999.85;0.71;89;0;0;0;0;0;0;0;0;0
6599.97;0.69;89;0;0;0;0;0;0;0;0;0
7199.96;0.65;89;0;0;0;0;0;0;0;0;0
