#TimeStamp;Bot;Pod;OutputStation
28.5;35;150;2
29.67;9;85;3
33.37;32;228;0
35.42;21;199;5
38.52;35;150;2
39.71;9;85;3
43.39;32;228;0
45.54;21;199;5
46.68;29;202;4
47.99;6;110;1
48.57;35;150;2
49.75;9;85;3
53.43;32;228;0
55.58;21;199;5
56.68;29;202;4
58.09;6;110;1
58.61;35;150;2
59.77;9;85;3
63.34;32;228;0
65.67;21;199;5
66.61;29;202;4
68.16;6;110;1
68.65;35;150;2
69.77;3;283;3
73.5;32;228;0
75.79;21;199;5
76.73;29;202;4
78.22;6;110;1
78.56;35;150;2
79.67;3;283;3
83.53;32;228;0
85.7;21;199;5
86.95;29;202;4
88.15;6;110;1
88.68;35;150;2
89.75;3;283;3
93.59;32;228;0
95.59;21;199;5
97;29;202;4
98.12;6;110;1
98.68;42;124;2
99.82;3;283;3
103.6;32;228;0
105.83;21;199;5
107.01;29;202;4
108.26;6;110;1
108.69;42;124;2
109.62;3;283;3
113.53;32;228;0
115.64;33;48;5
117.05;29;202;4
118.34;6;110;1
118.71;42;124;2
119.87;3;283;3
123.63;32;228;0
125.84;33;48;5
126.94;29;202;4
128.26;6;110;1
128.72;42;124;2
129.81;3;283;3
133.54;32;228;0
135.85;33;48;5
136.94;29;202;4
138.35;6;110;1
138.76;42;124;2
139.81;3;283;3
143.59;32;228;0
145.93;33;48;5
147.06;29;202;4
148.39;6;110;1
148.8;42;124;2
149.81;3;283;3
153.56;32;228;0
155.93;33;48;5
156.92;39;295;4
158.43;6;110;1
158.8;42;124;2
159.92;3;283;3
163.63;32;228;0
165.98;33;48;5
166.84;39;295;4
168.56;6;110;1
168.89;42;124;2
169.74;3;283;3
173.63;32;228;0
175.81;33;48;5
177.02;39;295;4
178.55;6;110;1
178.89;42;124;2
179.93;3;283;3
183.69;32;228;0
186.02;33;48;5
187.1;39;295;4
188.63;6;110;1
188.9;42;124;2
189.93;3;283;3
193.69;32;228;0
196.03;33;48;5
197;39;295;4
198.61;6;110;1
198.95;42;124;2
199.79;3;283;3
203.62;11;241;0
206.06;33;48;5
207.12;39;295;4
208.67;28;3;1
209.02;42;124;2
209.97;3;283;3
213.73;11;241;0
216.13;33;48;5
217.17;39;295;4
218.64;28;3;1
219.01;42;124;2
220;3;283;3
223.73;11;241;0
226.21;33;48;5
227.25;39;295;4
228.34;28;3;1
229.07;42;124;2
229.71;3;283;3
233.76;11;241;0
236.31;33;48;5
237.44;39;295;4
238.73;28;3;1
239.08;42;124;2
240;3;283;3
243.82;11;241;0
246.31;33;48;5
247.43;39;295;4
248.6;28;3;1
248.96;42;124;2
250.06;3;283;3
253.86;11;241;0
256.35;33;48;5
257.48;39;295;4
258.7;28;3;1
259.01;42;124;2
260.33;3;283;3
263.89;11;241;0
266.56;33;48;5
267.49;39;295;4
268.61;28;3;1
269.07;42;124;2
270.37;40;9;3
273.86;11;241;0
276.77;33;48;5
277.53;39;295;4
278.78;28;3;1
278.95;42;124;2
280;40;9;3
283.91;11;241;0
286.8;33;48;5
287.57;39;295;4
288.83;28;3;1
289.01;42;124;2
290.43;40;9;3
293.94;43;305;0
296.8;33;48;5
297.26;18;147;4
298.82;28;3;1
299.14;42;124;2
300.56;40;9;3
303.92;43;305;0
306.8;20;288;5
307.52;18;147;4
308.87;28;3;1
309.15;8;135;2
310.55;40;9;3
313.96;43;305;0
316.75;20;288;5
317.51;18;147;4
318.78;28;3;1
319.19;8;135;2
320.63;40;9;3
324.01;43;305;0
326.83;20;288;5
327.61;18;147;4
328.87;28;3;1
329.25;8;135;2
330.92;40;9;3
334.01;43;305;0
336.9;20;288;5
337.55;18;147;4
338.85;28;3;1
339.23;8;135;2
340.81;40;9;3
344.01;43;305;0
346.94;20;288;5
347.62;18;147;4
348.81;28;3;1
349.32;8;135;2
351.01;40;9;3
354.05;43;305;0
356.98;20;288;5
357.67;18;147;4
358.89;28;3;1
359.4;8;135;2
361.05;40;9;3
364.11;43;305;0
367.07;20;288;5
367.72;18;147;4
368.89;28;3;1
369.45;8;135;2
371.12;40;9;3
374.25;43;305;0
377.3;20;288;5
377.77;18;147;4
378.84;28;3;1
379.51;8;135;2
381.17;40;9;3
384.29;43;305;0
387.33;20;288;5
387.6;18;147;4
388.85;13;260;1
389.38;8;135;2
391.13;40;9;3
394.26;43;305;0
397.35;20;288;5
397.81;18;147;4
398.88;13;260;1
399.55;8;135;2
401.22;40;9;3
404.35;43;305;0
