#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;3;6;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/36,1/34,2/36,3/36,4/31,5/37;0/0,1/0,2/0;0/36,1/34,2/36,3/36,4/31,5/37;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0
2579.83;101;109;3;6;0/2115.05,1/2129.27,2/2116.23;0/62.69,1/84.25,2/68.1,3/67.74,4/90.98,5/73.81;0/2579.83,1/2579.83,2/2579.83;0/2579.83,1/2579.83,2/2579.83,3/2579.83,4/2579.83,5/2579.83;0/21,1/17,2/17;0/0,1/0,2/0,3/0,4/0,5/0;0/28,1/28,2/26;0/22,1/32,2/27,3/24,4/30,5/31;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/34,1/30,2/37;0/17,1/18,2/18,3/18,4/18,5/20;0/47,1/46,2/47;0/254,1/253,2/255,3/255,4/253,5/254
2639.99;106;112;3;6;0/2130.16,1/2135.56,2/2126.76;0/63.51,1/84.86,2/69.78,3/69.1,4/91.72,5/74.34;0/2639.99,1/2639.99,2/2639.99;0/2639.99,1/2639.99,2/2639.99,3/2639.99,4/2639.99,5/2639.99;0/23,1/15,2/16;0/0,1/0,2/0,3/0,4/0,5/0;0/27,1/26,2/27;0/21,1/26,2/27,3/22,4/30,5/31;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/36,1/31,2/39;0/18,1/19,2/18,3/19,4/18,5/20;0/52,1/51,2/52;0/260,1/259,2/261,3/261,4/258,5/260
2699.99;111;117;3;6;0/2144.27,1/2143.85,2/2136.48;0/64.19,1/85.4,2/70.6,3/69.59,4/93.17,5/74.95;0/2699.99,1/2699.99,2/2699.99;0/2699.99,1/2699.99,2/2699.99,3/2699.99,4/2699.99,5/2699.99;0/20,1/13,2/15;0/0,1/0,2/0,3/0,4/0,5/0;0/26,1/22,2/25;0/29,1/20,2/25,3/20,4/35,5/25;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/37,1/33,2/41;0/18,1/19,2/18,3/20,4/21,5/21;0/56,1/57,2/57;0/266,1/265,2/267,3/267,4/264,5/266
2759.82;116;119;3;6;0/2164.44,1/2154.35,2/2141.5;0/65.08,1/86.78,2/70.98,3/70.07,4/94.29,5/76.12;0/2759.82,1/2759.82,2/2759.82;0/2759.82,1/2759.82,2/2759.82,3/2759.82,4/2759.82,5/2759.82;0/17,1/10,2/13;0/0,1/0,2/0,3/0,4/0,5/0;0/23,1/18,2/20;0/31,1/21,2/24,3/25,4/33,5/27;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/39,1/35,2/42;0/18,1/20,2/19,3/20,4/21,5/21;0/60,1/62,2/63;0/272,1/271,2/273,3/272,4/270,5/272
2819.96;123;123;3;6;0/2178,1/2166.89,2/2155.28;0/65.7,1/87.51,2/72.13,3/71.26,4/94.83,5/76.97;0/2819.96,1/2819.96,2/2819.96;0/2819.96,1/2819.96,2/2819.96,3/2819.96,4/2819.96,5/2819.96;0/14,1/7,2/13;0/0,1/2,2/0,3/0,4/0,5/0;0/19,1/14,2/18;0/28,1/23,2/27,3/25,4/37,5/25;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/42,1/37,2/44;0/19,1/21,2/19,3/21,4/21,5/22;0/65,1/66,2/67;0/278,1/277,2/279,3/278,4/276,5/278
2879.96;132;126;3;6;0/2188.41,1/2178.91,2/2171.86;0/66.43,1/87.96,2/72.7,3/72.2,4/95.46,5/77.69;0/2879.96,1/2879.96,2/2879.96;0/2879.96,1/2879.96,2/2879.96,3/2879.96,4/2879.96,5/2879.96;0/12,1/5,2/10;0/0,1/0,2/0,3/0,4/0,5/0;0/16,1/9,2/13;0/35,1/27,2/27,3/35,4/31,5/26;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/44,1/40,2/48;0/19,1/22,2/20,3/21,4/22,5/22;0/70,1/71,2/72;0/284,1/283,2/284,3/284,4/282,5/284
2939.92;140;129;3;6;0/2212.82,1/2200.93,2/2205.61;0/66.94,1/88.81,2/73.12,3/72.6,4/97.08,5/78.26;0/2939.92,1/2939.92,2/2939.92;0/2939.92,1/2939.92,2/2939.92,3/2939.92,4/2939.92,5/2939.92;0/8,1/1,2/7;0/0,1/0,2/0,3/0,4/0,5/0;0/12,1/5,2/10;0/29,1/28,2/29,3/32,4/40,5/23;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/46,1/43,2/51;0/20,1/22,2/20,3/22,4/22,5/23;0/74,1/75,2/75;0/290,1/289,2/290,3/290,4/288,5/290
2999.95;149;130;3;6;0/2234.03,1/2237.64,2/2226.13;0/67.78,1/89.33,2/74.75,3/73.35,4/97.7,5/79.29;0/2999.95,1/2999.95,2/2999.95;0/2999.95,1/2999.95,2/2999.95,3/2999.95,4/2999.95,5/2999.95;0/5,1/0,2/4;0/0,1/0,2/0,3/0,4/0,5/0;0/8,1/2,2/7;0/32,1/24,2/32,3/32,4/39,5/25;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/49,1/46,2/54;0/20,1/22,2/21,3/22,4/22,5/23;0/78,1/78,2/78;0/296,1/295,2/296,3/296,4/294,5/296
3059.77;156;134;3;6;0/2266.45,1/2268.09,2/2259.47;0/68.46,1/90.06,2/76,3/74.17,4/98.61,5/80.25;0/3059.77,1/3059.77,2/3059.77;0/3059.77,1/3059.77,2/3059.77,3/3059.77,4/3059.77,5/3059.77;0/3,1/0,2/2;0/0,1/0,2/0,3/0,4/0,5/2;0/7,1/0,2/4;0/31,1/21,2/29,3/32,4/33,5/28;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/51,1/48,2/57;0/20,1/23,2/21,3/23,4/23,5/24;0/80,1/80,2/81;0/302,1/301,2/302,3/302,4/300,5/302
3119.9;161;135;3;6;0/2296.83,1/2328.22,2/2296.47;0/69.06,1/90.99,2/76.62,3/75.14,4/99.71,5/80.69;0/3119.9,1/3119.9,2/3119.9;0/3119.9,1/3119.9,2/3119.9,3/3119.9,4/3119.9,5/3119.9;0/0,1/0,2/2;0/0,1/0,2/0,3/0,4/0,5/0;0/4,1/0,2/3;0/25,1/23,2/23,3/39,4/35,5/25;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/54,1/48,2/59;0/21,1/23,2/21,3/23,4/23,5/24;0/83,1/80,2/83;0/308,1/307,2/308,3/308,4/306,5/308
3179.98;166;140;3;6;0/2319.31,1/2388.3,2/2346.76;0/70.06,1/91.91,2/77.56,3/75.68,4/100.3,5/81.79;0/3179.98,1/3179.98,2/3179.98;0/3179.98,1/3179.98,2/3179.98,3/3179.98,4/3179.98,5/3179.98;0/0,1/0,2/2;0/0,1/0,2/0,3/0,4/0,5/0;0/1,1/0,2/2;0/27,1/22,2/17,3/33,4/35,5/21;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/58,1/48,2/60;0/21,1/24,2/22,3/24,4/24,5/25;0/87,1/80,2/84;0/314,1/313,2/314,3/314,4/312,5/314
3239.96;167;142;3;6;0/2367.52,1/2448.28,2/2406.75;0/70.55,1/92.51,2/78.68,3/76.2,4/100.82,5/82.91;0/3239.96,1/3239.96,2/3239.96;0/3239.96,1/3239.96,2/3239.96,3/3239.96,4/3239.96,5/3239.96;0/0,1/0,2/3;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/3;0/38,1/23,2/18,3/32,4/35,5/26;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/59,1/48,2/60;0/22,1/24,2/22,3/25,4/24,5/25;0/88,1/80,2/84;0/320,1/318,2/320,3/320,4/318,5/320
3299.91;168;146;3;6;0/2427.47,1/2508.23,2/2456.76;0/71.47,1/93.45,2/79.9,3/77.34,4/101.29,5/83.71;0/3299.91,1/3299.91,2/3299.91;0/3299.91,1/3299.91,2/3299.91,3/3299.91,4/3299.91,5/3299.91;0/0,1/0,2/2;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/2;0/44,1/19,2/24,3/30,4/29,5/23;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/59,1/48,2/61;0/22,1/24,2/23,3/25,4/26,5/26;0/88,1/80,2/85;0/326,1/324,2/326,3/326,4/324,5/325
3359.95;168;148;3;6;0/2487.5,1/2568.27,2/2516.8;0/72.11,1/94.07,2/81.42,3/77.99,4/102.28,5/84.67;0/3359.95,1/3359.95,2/3359.95;0/3359.95,1/3359.95,2/3359.95,3/3359.95,4/3359.95,5/3359.95;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/2;0/38,1/17,2/32,3/33,4/26,5/31;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/59,1/48,2/61;0/22,1/25,2/23,3/25,4/27,5/26;0/88,1/80,2/85;0/332,1/330,2/332,3/332,4/330,5/331
3419.73;169;150;3;6;0/2547.29,1/2628.05,2/2559.87;0/72.98,1/96.19,2/82.04,3/78.25,4/103.09,5/85.03;0/3419.73,1/3419.73,2/3419.73;0/3419.73,1/3419.73,2/3419.73,3/3419.73,4/3419.73,5/3419.73;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/32,1/25,2/26,3/27,4/34,5/25;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/59,1/48,2/62;0/22,1/25,2/24,3/26,4/27,5/26;0/88,1/80,2/87;0/338,1/336,2/338,3/338,4/336,5/337
3479.99;169;154;3;6;0/2607.55,1/2688.31,2/2616.95;0/73.96,1/97.46,2/83.05,3/78.74,4/103.57,5/85.59;0/3479.99,1/3479.99,2/3479.99;0/3479.99,1/3479.99,2/3479.99,3/3479.99,4/3479.99,5/3479.99;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/34,1/31,2/31,3/30,4/31,5/26;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/59,1/48,2/62;0/23,1/26,2/24,3/27,4/27,5/27;0/88,1/80,2/87;0/344,1/342,2/344,3/344,4/342,5/343
3539.92;169;156;3;6;0/2667.48,1/2748.24,2/2676.88;0/74.75,1/97.78,2/83.44,3/79.71,4/103.93,5/87.41;0/3539.92,1/3539.92,2/3539.92;0/3539.92,1/3539.92,2/3539.92,3/3539.92,4/3539.92,5/3539.92;0/0,1/0,2/0;0/2,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/32,1/31,2/29,3/30,4/25,5/32;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/59,1/48,2/62;0/23,1/26,2/25,3/27,4/28,5/27;0/88,1/80,2/87;0/350,1/348,2/350,3/350,4/348,5/349
3599.86;169;159;3;6;0/2727.41,1/2808.18,2/2736.81;0/75.99,1/98.86,2/84.68,3/81.01,4/105.13,5/88.43;0/3599.86,1/3599.86,2/3599.86;0/3599.86,1/3599.86,2/3599.86,3/3599.86,4/3599.86,5/3599.86;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/38,1/25,2/30,3/32,4/29,5/28;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/59,1/48,2/62;0/24,1/27,2/25,3/27,4/28,5/28;0/88,1/80,2/87;0/356,1/354,2/356,3/356,4/354,5/355
3659.85;169;162;3;6;0/2787.4,1/2868.17,2/2796.81;0/76.85,1/100.15,2/85.71,3/81.77,4/105.77,5/89.79;0/3659.85,1/3659.85,2/3659.85;0/3659.85,1/3659.85,2/3659.85,3/3659.85,4/3659.85,5/3659.85;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/32,1/38,2/31,3/29,4/26,5/27;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/59,1/48,2/62;0/25,1/27,2/26,3/28,4/28,5/28;0/88,1/80,2/87;0/362,1/360,2/362,3/362,4/360,5/361
3719.99;169;165;3;6;0/2847.54,1/2928.31,2/2856.94;0/78.08,1/100.97,2/86.45,3/82.29,4/106.46,5/90.26;0/3719.99,1/3719.99,2/3719.99;0/3719.99,1/3719.99,2/3719.99,3/3719.99,4/3719.99,5/3719.99;0/11,1/0,2/19;0/0,1/0,2/0,3/0,4/2,5/0;0/17,1/4,2/25;0/33,1/34,2/35,3/29,4/30,5/27;0/5,1/5,2/4;0/5,1/5,2/5,3/5,4/6,5/5;0/59,1/48,2/62;0/25,1/28,2/26,3/28,4/29,5/29;0/88,1/80,2/87;0/368,1/366,2/368,3/368,4/366,5/367
3779.83;177;168;3;6;0/2877.49,1/2950.22,2/2895.06;0/79.02,1/101.66,2/86.88,3/82.71,4/107.01,5/91.51;0/3779.83,1/3779.83,2/3779.83;0/3779.83,1/3779.83,2/3779.83,3/3779.83,4/3779.83,5/3779.83;0/9,1/0,2/19;0/0,1/0,2/0,3/0,4/0,5/0;0/13,1/0,2/22;0/32,1/33,2/32,3/23,4/32,5/30;0/5,1/5,2/4;0/5,1/5,2/5,3/5,4/6,5/5;0/61,1/52,2/64;0/26,1/28,2/27,3/29,4/29,5/29;0/92,1/84,2/90;0/374,1/372,2/374,3/374,4/372,5/373
3839.76;181;170;3;6;0/2887.89,1/3008.18,2/2905.96;0/79.78,1/102.76,2/87.83,3/84.02,4/108.25,5/91.92;0/3839.76,1/3839.76,2/3839.76;0/3839.76,1/3839.76,2/3839.76,3/3839.76,4/3839.76,5/3839.76;0/4,1/0,2/12;0/0,1/0,2/0,3/0,4/0,5/0;0/9,1/0,2/17;0/29,1/33,2/35,3/25,4/30,5/24;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/63,1/52,2/66;0/27,1/28,2/27,3/29,4/29,5/30;0/96,1/84,2/95;0/380,1/378,2/380,3/380,4/378,5/379
3899.84;187;173;3;6;0/2907.45,1/3068.26,2/2917.87;0/80.78,1/103.77,2/88.19,3/84.49,4/109.23,5/93.03;0/3899.84,1/3899.84,2/3899.84;0/3899.84,1/3899.84,2/3899.84,3/3899.84,4/3899.84,5/3899.84;0/1,1/0,2/9;0/0,1/0,2/0,3/0,4/5,5/0;0/4,1/0,2/13;0/32,1/29,2/32,3/28,4/30,5/25;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/67,1/52,2/68;0/27,1/29,2/28,3/29,4/30,5/30;0/101,1/84,2/99;0/386,1/384,2/386,3/386,4/384,5/385
3960;194;176;3;6;0/2935.38,1/3128.42,2/2938.39;0/81.86,1/104.3,2/89.31,3/85.04,4/109.83,5/93.85;0/3960,1/3960,2/3960;0/3960,1/3960,2/3960,3/3960,4/3960,5/3960;0/0,1/0,2/6;0/0,1/0,2/0,3/0,4/0,5/0;0/1,1/0,2/9;0/26,1/25,2/26,3/25,4/39,5/30;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/70,1/52,2/72;0/28,1/29,2/29,3/30,4/30,5/30;0/104,1/84,2/103;0/392,1/390,2/392,3/392,4/390,5/391
4019.95;198;178;3;6;0/2979.32,1/3188.37,2/2968.69;0/82.95,1/105.26,2/90.23,3/85.82,4/110.16,5/94.69;0/4019.95,1/4019.95,2/4019.95;0/4019.95,1/4019.95,2/4019.95,3/4019.95,4/4019.95,5/4019.95;0/0,1/0,2/1;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/6;0/34,1/26,2/25,3/29,4/33,5/30;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/71,1/52,2/75;0/28,1/29,2/30,3/30,4/31,5/30;0/105,1/84,2/106;0/398,1/396,2/398,3/398,4/396,5/397
4079.89;202;182;3;6;0/3039.26,1/3248.31,2/2996.35;0/83.81,1/105.99,2/91.18,3/86.75,4/110.81,5/95.23;0/4079.89,1/4079.89,2/4079.89;0/4079.89,1/4079.89,2/4079.89,3/4079.89,4/4079.89,5/4079.89;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/2;0/31,1/22,2/23,3/30,4/41,5/33;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/71,1/52,2/79;0/28,1/30,2/31,3/31,4/31,5/31;0/105,1/84,2/110;0/404,1/402,2/404,3/404,4/402,5/403
4139.85;204;184;3;6;0/3099.23,1/3308.27,2/3029.72;0/84.26,1/107.09,2/92.74,3/88.67,4/111.73,5/96.52;0/4139.85,1/4139.85,2/4139.85;0/4139.85,1/4139.85,2/4139.85,3/4139.85,4/4139.85,5/4139.85;0/0,1/0,2/0;0/0,1/1,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/25,1/28,2/32,3/29,4/35,5/35;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/71,1/52,2/81;0/29,1/30,2/31,3/31,4/31,5/32;0/105,1/84,2/112;0/410,1/408,2/410,3/410,4/408,5/409
4199.99;204;188;3;6;0/3159.36,1/3368.41,2/3089.86;0/85.71,1/107.57,2/93.6,3/89.77,4/112.49,5/97.56;0/4199.99,1/4199.99,2/4199.99;0/4199.99,1/4199.99,2/4199.99,3/4199.99,4/4199.99,5/4199.99;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/30,1/28,2/36,3/36,4/33,5/36;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/29,1/31,2/31,3/32,4/32,5/33;0/105,1/84,2/112;0/416,1/414,2/416,3/416,4/414,5/415
4259.99;204;191;3;6;0/3219.36,1/3428.41,2/3149.86;0/86.07,1/108.52,2/94.93,3/91.5,4/114.26,5/98.05;0/4259.99,1/4259.99,2/4259.99;0/4259.99,1/4259.99,2/4259.99,3/4259.99,4/4259.99,5/4259.99;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/30,1/22,2/30,3/33,4/36,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/29,1/32,2/32,3/33,4/32,5/33;0/105,1/84,2/112;0/422,1/420,2/422,3/422,4/420,5/421
4319.88;204;194;3;6;0/3279.25,1/3488.3,2/3209.75;0/86.52,1/109.18,2/96.14,3/92.47,4/115.48,5/98.87;0/4319.88,1/4319.88,2/4319.88;0/4319.88,1/4319.88,2/4319.88,3/4319.88,4/4319.88,5/4319.88;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/28,1/30,2/30,3/38,4/33,5/31;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/30,1/32,2/32,3/33,4/33,5/34;0/105,1/84,2/112;0/428,1/426,2/428,3/428,4/426,5/427
4379.78;204;196;3;6;0/3339.16,1/3548.2,2/3269.66;0/86.88,1/109.57,2/96.99,3/92.98,4/116.52,5/100.23;0/4379.78,1/4379.78,2/4379.78;0/4379.78,1/4379.78,2/4379.78,3/4379.78,4/4379.78,5/4379.78;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/26,1/24,2/26,3/34,4/27,5/28;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/30,1/32,2/32,3/34,4/34,5/34;0/105,1/84,2/112;0/434,1/432,2/434,3/434,4/432,5/433
4439.97;204;199;3;6;0/3399.35,1/3608.39,2/3329.84;0/87.39,1/110.22,2/97.76,3/94.38,4/117.29,5/101.38;0/4439.97,1/4439.97,2/4439.97;0/4439.97,1/4439.97,2/4439.97,3/4439.97,4/4439.97,5/4439.97;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/1;0/0,1/0,2/0;0/22,1/20,2/27,3/37,4/26,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/31,1/33,2/33,3/34,4/34,5/34;0/105,1/84,2/112;0/440,1/438,2/440,3/440,4/438,5/439
4499.99;204;202;3;6;0/3459.36,1/3668.41,2/3389.86;0/88.26,1/111.37,2/98.43,3/95.42,4/117.97,5/102.06;0/4499.99,1/4499.99,2/4499.99;0/4499.99,1/4499.99,2/4499.99,3/4499.99,4/4499.99,5/4499.99;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/23,1/23,2/21,3/31,4/22,5/29;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/31,1/33,2/33,3/35,4/34,5/36;0/105,1/84,2/112;0/446,1/444,2/446,3/446,4/444,5/445
4559.96;204;205;3;6;0/3519.33,1/3728.38,2/3449.83;0/89.4,1/112.91,2/99.74,3/96.91,4/119.15,5/103.45;0/4559.96,1/4559.96,2/4559.96;0/4559.96,1/4559.96,2/4559.96,3/4559.96,4/4559.96,5/4559.96;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/26,1/29,2/26,3/30,4/26,5/31;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/32,1/34,2/34,3/35,4/34,5/36;0/105,1/84,2/112;0/452,1/450,2/452,3/452,4/450,5/451
4619.93;204;209;3;6;0/3579.3,1/3788.35,2/3509.8;0/90.74,1/113.84,2/100.49,3/97.82,4/119.87,5/103.8;0/4619.93,1/4619.93,2/4619.93;0/4619.93,1/4619.93,2/4619.93,3/4619.93,4/4619.93,5/4619.93;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/25,1/30,2/25,3/27,4/27,5/32;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/32,1/34,2/35,3/36,4/35,5/37;0/105,1/84,2/112;0/458,1/456,2/458,3/458,4/456,5/457
4679.77;204;211;3;6;0/3639.15,1/3848.19,2/3569.65;0/91.7,1/114.5,2/101.9,3/99.14,4/120.67,5/104.67;0/4679.77,1/4679.77,2/4679.77;0/4679.77,1/4679.77,2/4679.77,3/4679.77,4/4679.77,5/4679.77;0/0,1/0,2/0;0/0,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/19,1/32,2/36,3/35,4/27,5/26;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/33,1/34,2/35,3/36,4/36,5/37;0/105,1/84,2/112;0/464,1/462,2/464,3/464,4/462,5/463
4739.76;204;213;3;6;0/3699.13,1/3908.18,2/3629.63;0/93.31,1/115.96,2/102.47,3/99.91,4/121.89,5/105.84;0/4739.76,1/4739.76,2/4739.76;0/4739.76,1/4739.76,2/4739.76,3/4739.76,4/4739.76,5/4739.76;0/0,1/0,2/0;0/4,1/0,2/0,3/0,4/0,5/0;0/0,1/0,2/0;0/26,1/35,2/41,3/33,4/26,5/20;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/71,1/52,2/81;0/33,1/35,2/36,3/36,4/36,5/37;0/105,1/84,2/112;0/470,1/468,2/470,3/470,4/468,5/469
4799.94;204;218;3;6;0/3759.32,1/3968.36,2/3689.82;0/94.49,1/116.49,2/103.21,3/100.78,4/122.84,5/107.62;0/4799.94,1/4799.94,2/4799.94;0/4799.94,1/4799.94,2/4799.94,3/4799.94,4/4799.94,5/4799.94;0/19,1/22,2/13;0/0,1/0,2/0,3/0,4/0,5/2;0/27,1/29,2/23;0/32,1/29,2/35,3/31,4/29,5/28;0/5,1/2,2/5;0/7,1/5,2/5,3/5,4/5,5/6;0/71,1/52,2/81;0/34,1/36,2/36,3/37,4/37,5/38;0/105,1/84,2/112;0/475,1/474,2/476,3/476,4/474,5/475
4859.75;209;221;3;6;0/3797.91,1/3993.15,2/3715.08;0/95.33,1/117.86,2/104.26,3/101.93,4/123.1,5/108.78;0/4859.75,1/4859.75,2/4859.75;0/4859.75,1/4859.75,2/4859.75,3/4859.75,4/4859.75,5/4859.75;0/22,1/24,2/13;0/0,1/0,2/0,3/0,4/0,5/0;0/27,1/27,2/22;0/30,1/31,2/32,3/35,4/23,5/32;0/5,1/2,2/5;0/7,1/5,2/5,3/5,4/5,5/6;0/73,1/53,2/83;0/35,1/36,2/37,3/37,4/37,5/39;0/108,1/88,2/116;0/481,1/480,2/482,3/482,4/480,5/481
4919.95;214;223;3;6;0/3804.12,1/4019.78,2/3730.68;0/96.95,1/118.35,2/105.6,3/102.68,4/124.76,5/109.85;0/4919.95,1/4919.95,2/4919.95;0/4919.95,1/4919.95,2/4919.95,3/4919.95,4/4919.95,5/4919.95;0/18,1/20,2/13;0/0,1/0,2/0,3/0,4/0,5/0;0/23,1/25,2/20;0/32,1/30,2/31,3/29,4/23,5/35;0/5,1/2,2/5;0/7,1/5,2/5,3/5,4/5,5/6;0/74,1/54,2/86;0/35,1/37,2/37,3/37,4/38,5/39;0/113,1/91,2/121;0/487,1/486,2/488,3/488,4/486,5/487
4979.99;218;226;3;6;0/3841.22,1/4050.84,2/3740.91;0/98.39,1/119.1,2/106.41,3/103.3,4/126.42,5/110.75;0/4979.99,1/4979.99,2/4979.99;0/4979.99,1/4979.99,2/4979.99,3/4979.99,4/4979.99,5/4979.99;0/19,1/23,2/11;0/0,1/0,2/0,3/0,4/1,5/0;0/24,1/25,2/17;0/35,1/31,2/30,3/23,4/33,5/39;0/5,1/2,2/5;0/7,1/5,2/5,3/5,4/5,5/6;0/75,1/55,2/88;0/35,1/37,2/38,3/38,4/38,5/40;0/115,1/94,2/126;0/493,1/492,2/494,3/494,4/492,5/493
5039.85;223;229;3;6;0/3851.65,1/4081.64,2/3771.11;0/99.14,1/119.62,2/107.21,3/104.13,4/126.99,5/111.62;0/5039.85,1/5039.85,2/5039.85;0/5039.85,1/5039.85,2/5039.85,3/5039.85,4/5039.85,5/5039.85;0/18,1/22,2/11;0/0,1/0,2/0,3/0,4/0,5/0;0/22,1/25,2/18;0/34,1/33,2/29,3/31,4/27,5/37;0/5,1/2,2/5;0/7,1/5,2/5,3/5,4/5,5/6;0/77,1/57,2/89;0/36,1/38,2/38,3/38,4/39,5/40;0/120,1/97,2/128;0/499,1/498,2/500,3/499,4/498,5/499
5099.97;229;231;3;6;0/3871.97,1/4128.12,2/3786.63;0/100.12,1/120.62,2/107.91,3/104.7,4/127.64,5/112.56;0/5099.97,1/5099.97,2/5099.97;0/5099.97,1/5099.97,2/5099.97,3/5099.97,4/5099.97,5/5099.97;0/14,1/21,2/13;0/0,1/0,2/0,3/0,4/0,5/0;0/20,1/24,2/17;0/37,1/29,2/26,3/29,4/34,5/35;0/5,1/2,2/5;0/7,1/5,2/5,3/5,4/5,5/6;0/79,1/58,2/92;0/36,1/38,2/38,3/39,4/39,5/41;0/124,1/99,2/133;0/505,1/504,2/506,3/505,4/503,5/505
