Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;23;0;8;26.4030321077023;55.7569261727659;20.0888888888888;40.1355555555556;2.875;372.665649346968;600
InputStation1;23.50;0.50;11;0;4;22.6401623367421;25.9639452352495;20.0665728752538;30.2833333333334;2.75;491.224819610096;600
InputStation2;33.50;0.50;16;0;4;35.1814574342182;166.441800137051;20.1994444444445;50.1772222222223;4;441.055548362635;600
InputStation3;43.50;0.50;15;0;4;30.2347925657819;0.0109335335757525;30.1333333333333;30.381204902524;3.75;452.089523850015;600
InputStation4;53.50;0.50;13;0;4;27.6808567811865;25.6388863685068;20.0888888888888;30.4210173196983;3.25;470.911298693937;600
InputStation5;63.50;0.50;14;0;4;32.7384722222222;24.613134001506;30.1055555555556;40.1784271247462;3.5;464.786017319698;600
OutputStation0;81.50;11.50;21;7;2;85.3650937914129;52.9325473203966;80.2205555555555;90.5096320272702;10.5;392.002027446476;600
OutputStation1;81.50;17.50;21;12;2;75.8186580068175;41.2072165902448;71.2795382358573;80.3577777777778;10.5;392.877222222222;600
OutputStation2;81.50;23.50;28;14;3;73.8339514164974;134.190480749751;60.4583333333334;80.622316013635;9.33333333333333;323.974632027271;600
OutputStation3;81.50;29.50;17;6;3;53.6171620922542;2455.35362594259;20.0444444444444;110.528427124746;5.66666666666667;433.839444444444;600
OutputStation4;81.50;35.50;20;10;3;43.5552477127938;2450.65521011699;10.0738888888889;100.419538235857;6.66666666666667;403.002402612126;600
OutputStation5;81.50;41.50;35;21;2;111.071435784595;204.100458072971;100.969444444444;121.173427124746;17.5;255.130295760081;600
OutputStation6;0.50;14.50;33;23;2;130.858704902524;200.233401388899;120.85287156919;140.864538235857;16.5;281.529365038874;600
OutputStation7;0.50;20.50;13;5;3;40.3100312638043;1918.85002482462;10.3076839863649;90.5779653606035;4.33333333333333;478.203333333333;600
OutputStation8;0.50;26.50;24;14;2;105.518798693937;1261.53551100116;80.4037084989848;130.633888888889;12;363.061558489411;600
OutputStation9;0.50;32.50;21;9;4;47.9462734478532;1254.02537211004;10.0444444444444;90.8839826803018;5.25;397.796010126776;600
OutputStation10;0.50;38.50;12;3;3;30.2222534860265;309.997820907709;20.0444444444445;50.5527777777778;4;481.214906208587;600
OutputStation11;0.50;44.50;39;20;7;53.9608338471134;1089.44578882698;10.3683333333333;93.2305555555555;5.57142857142857;213.935555555555;600
