#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;100;0;0;0;0;0;0.5
59.89;200;100;58.63;59.89;59.88;59.89;0.44;0.5
119.99;200;100;110.39;103.79;119.98;119.99;0.45;0.49
179.99;200;100;160.28;136.61;179.98;170.76;0.46;0.48
240;200;100;211.11;182.81;239.97;227.91;0.47;0.48
299.98;200;100;247.73;230.16;299.88;280.61;0.47;0.46
359.7;200;100;299.45;249.99;358.46;330.31;0.47;0.46
419.93;200;100;353.91;284.79;416.85;384.57;0.47;0.45
479.99;200;100;402.47;318.85;476.47;427.45;0.47;0.45
539.71;200;100;432.76;341.06;524.49;475.98;0.47;0.45
599.77;200;100;476.73;356.05;572.64;502.8;0.46;0.45
