#TimeStamp;TripTime;Type
30;23;I
41;27;I
48;26;I
51;31;O
54;34;I
57;30;I
62;33;O
64;50;O
65;34;O
67;34;O
74;45;O
77;45;O
79;48;I
81;40;O
92;50;I
95;69;O
100;50;O
105;54;O
117;61;O
117;14;O
121;80;O
122;28;I
149;34;I
153;29;I
165;35;I
172;37;I
187;33;O
195;19;I
202;9;O
228;34;I
229;47;O
234;49;I
237;39;O
274;41;I
279;35;I
281;71;O
282;46;I
285;17;O
295;25;I
303;47;O
312;26;O
319;67;O
319;37;O
321;68;O
327;57;O
328;63;O
334;51;O
345;68;I
353;68;O
376;28;O
377;43;I
389;36;I
394;73;I
396;64;O
404;35;I
408;42;I
410;58;I
432;26;I
434;65;O
446;52;O
448;49;O
449;14;O
463;64;O
464;42;O
473;33;O
474;51;O
491;36;I
495;27;I
508;62;O
514;22;I
518;21;O
523;14;O
524;50;O
532;42;O
538;43;I
555;71;O
559;59;I
570;79;I
579;48;O
586;54;O
587;70;I
591;67;O
